ICD;Faelle;Tage;Tage_je_Fall;Jahr;Krankenhaus;Pflicht_alle;freiwillig;male
D83;113;870;7,70;2013;1;0.0;0;1
D84;435;4.398;10,11;2013;1;0.0;0;1
D86;3.361;69.797;20,77;2013;1;0.0;0;1
D89;278;2.039;7,33;2013;1;0.0;0;1
D90;76;1.799;23,67;2013;1;0.0;0;1
E00;18;173;9,61;2013;1;0.0;0;1
E01;515;7.652;14,86;2013;1;0.0;0;1
E02;11;76;6,91;2013;1;0.0;0;1
E03;2.038;30.248;14,84;2013;1;0.0;0;1
E04;7.461;123.997;16,62;2013;1;0.0;0;1
E05;4.809;79.186;16,47;2013;1;0.0;0;1
E06;962;12.743;13,25;2013;1;0.0;0;1
E07;800;11.702;14,63;2013;1;0.0;0;1
E10;11.536;160.675;13,93;2013;1;0.0;0;1
E11;29.371;562.469;19,15;2013;1;0.0;0;1
E12;65;1.192;18,34;2013;1;0.0;0;1
E13;912;18.308;20,07;2013;1;0.0;0;1
E14;9.464;207.362;21,91;2013;1;0.0;0;1
E15;84;454;5,40;2013;1;0.0;0;1
E16;2.042;15.310;7,50;2013;1;0.0;0;1
E20;79;1.538;19,47;2013;1;0.0;0;1
E21;326;5.016;15,39;2013;1;0.0;0;1
E22;126;3.033;24,07;2013;1;0.0;0;1
E23;451;4.516;10,01;2013;1;0.0;0;1
E24;101;3.980;39,41;2013;1;0.0;0;1
E25;90;636;7,07;2013;1;0.0;0;1
E26;162;2.345;14,48;2013;1;0.0;0;1
E27;259;3.598;13,89;2013;1;0.0;0;1
E28;8;45;5,62;2013;1;0.0;0;1
E29;234;1.696;7,25;2013;1;0.0;0;1
E30;13;70;5,38;2013;1;0.0;0;1
E31;22;207;9,41;2013;1;0.0;0;1
E32;109;2.049;18,80;2013;1;0.0;0;1
E34;397;4.683;11,80;2013;1;0.0;0;1
E35;3;102;34,00;2013;1;0.0;0;1
E40;2;12;6,00;2013;1;0.0;0;1
E41;37;1.135;30,68;2013;1;0.0;0;1
E42;13;117;9,00;2013;1;0.0;0;1
E43;18;417;23,17;2013;1;0.0;0;1
E44;46;545;11,85;2013;1;0.0;0;1
E45;7;380;54,29;2013;1;0.0;0;1
E46;35;839;23,97;2013;1;0.0;0;1
E50;46;285;6,20;2013;1;0.0;0;1
E51;85;2.798;32,92;2013;1;0.0;0;1
E52;12;131;10,92;2013;1;0.0;0;1
E53;185;3.490;18,86;2013;1;0.0;0;1
E54;6;15;2,50;2013;1;0.0;0;1
E55;114;1.394;12,23;2013;1;0.0;0;1
E56;33;1.653;50,09;2013;1;0.0;0;1
E58;11;91;8,27;2013;1;0.0;0;1
E59;4;46;11,50;2013;1;0.0;0;1
E60;7;257;36,71;2013;1;0.0;0;1
E61;272;2.476;9,10;2013;1;0.0;0;1
E63;31;681;21,97;2013;1;0.0;0;1
E64;20;311;15,55;2013;1;0.0;0;1
E65;229;5.808;25,36;2013;1;0.0;0;1
E66;5.052;150.112;29,71;2013;1;0.0;0;1
E67;25;609;24,36;2013;1;0.0;0;1
E68;62;1.208;19,48;2013;1;0.0;0;1
E70;76;715;9,41;2013;1;0.0;0;1
E71;90;1.973;21,92;2013;1;0.0;0;1
E72;61;1.219;19,98;2013;1;0.0;0;1
E73;1.924;6.329;3,29;2013;1;0.0;0;1
E74;739;3.027;4,10;2013;1;0.0;0;1
E75;211;2.013;9,54;2013;1;0.0;0;1
E76;111;995;8,96;2013;1;0.0;0;1
E77;12;314;26,17;2013;1;0.0;0;1
E78;3.997;90.624;22,67;2013;1;0.0;0;1
E79;3.181;37.384;11,75;2013;1;0.0;0;1
E80;439;3.836;8,74;2013;1;0.0;0;1
E83;1.428;11.906;8,34;2013;1;0.0;0;1
E84;1.339;16.678;12,46;2013;1;0.0;0;1
E85;372;3.012;8,10;2013;1;0.0;0;1
E86;2.311;16.865;7,30;2013;1;0.0;0;1
E87;1.122;20.228;18,03;2013;1;0.0;0;1
E88;1.929;30.133;15,62;2013;1;0.0;0;1
E89;702;14.847;21,15;2013;1;0.0;0;1
E90;11;228;20,73;2013;1;0.0;0;1
F00;74;7.433;100,45;2013;1;0.0;0;1
F01;110;4.928;44,80;2013;1;0.0;0;1
F02;29;2.880;99,31;2013;1;0.0;0;1
F03;397;18.173;45,78;2013;1;0.0;0;1
F04;32;1.935;60,47;2013;1;0.0;0;1
F05;244;6.890;28,24;2013;1;0.0;0;1
F06;2.034;72.589;35,69;2013;1;0.0;0;1
F07;1.258;41.336;32,86;2013;1;0.0;0;1
F09;567;15.332;27,04;2013;1;0.0;0;1
F10;57.499;1.287.909;22,40;2013;1;0.0;0;1
F11;3.367;77.892;23,13;2013;1;0.0;0;1
F12;2.472;82.547;33,39;2013;1;0.0;0;1
F13;1.064;27.463;25,81;2013;1;0.0;0;1
F14;548;13.107;23,92;2013;1;0.0;0;1
F15;1.147;27.292;23,79;2013;1;0.0;0;1
F16;147;1.397;9,50;2013;1;0.0;0;1
F17;3.170;73.135;23,07;2013;1;0.0;0;1
F18;93;2.547;27,39;2013;1;0.0;0;1
F19;7.199;198.306;27,55;2013;1;0.0;0;1
F20;18.009;648.724;36,02;2013;1;0.0;0;1
F21;226;12.691;56,15;2013;1;0.0;0;1
F22;1.198;58.337;48,70;2013;1;0.0;0;1
F23;1.976;79.059;40,01;2013;1;0.0;0;1
F24;21;673;32,05;2013;1;0.0;0;1
F25;3.672;166.421;45,32;2013;1;0.0;0;1
F28;89;3.919;44,03;2013;1;0.0;0;1
F29;1.807;46.416;25,69;2013;1;0.0;0;1
F30;712;19.721;27,70;2013;1;0.0;0;1
F31;4.298;248.714;57,87;2013;1;0.0;0;1
F32;169.852;7.986.588;47,02;2013;1;0.0;0;1
F33;33.091;2.056.114;62,14;2013;1;0.0;0;1
F34;5.193;219.854;42,34;2013;1;0.0;0;1
F38;183;4.686;25,61;2013;1;0.0;0;1
F39;340;9.400;27,65;2013;1;0.0;0;1
F40;3.019;148.828;49,30;2013;1;0.0;0;1
F41;35.742;1.441.465;40,33;2013;1;0.0;0;1
F42;2.170;104.023;47,94;2013;1;0.0;0;1
F43;164.801;3.592.687;21,80;2013;1;0.0;0;1
F44;1.035;32.455;31,36;2013;1;0.0;0;1
F45;80.253;1.665.082;20,75;2013;1;0.0;0;1
F48;87.584;1.755.933;20,05;2013;1;0.0;0;1
F50;652;23.066;35,38;2013;1;0.0;0;1
F51;4.827;85.128;17,64;2013;1;0.0;0;1
F52;431;6.816;15,81;2013;1;0.0;0;1
F53;9;539;59,89;2013;1;0.0;0;1
F54;1.353;24.100;17,81;2013;1;0.0;0;1
F55;81;2.214;27,33;2013;1;0.0;0;1
F59;204;3.635;17,82;2013;1;0.0;0;1
F60;4.497;226.276;50,32;2013;1;0.0;0;1
F61;845;53.105;62,85;2013;1;0.0;0;1
F62;348;12.884;37,02;2013;1;0.0;0;1
F63;1.154;54.795;47,48;2013;1;0.0;0;1
F64;504;16.555;32,85;2013;1;0.0;0;1
F65;47;1.717;36,53;2013;1;0.0;0;1
F66;43;2.617;60,86;2013;1;0.0;0;1
F68;1.214;23.213;19,12;2013;1;0.0;0;1
F69;344;8.826;25,66;2013;1;0.0;0;1
F70;1.205;21.459;17,81;2013;1;0.0;0;1
F71;938;15.507;16,53;2013;1;0.0;0;1
F72;184;3.397;18,46;2013;1;0.0;0;1
F73;50;1.116;22,32;2013;1;0.0;0;1
F74;9;359;39,89;2013;1;0.0;0;1
F78;14;235;16,79;2013;1;0.0;0;1
F79;385;5.588;14,51;2013;1;0.0;0;1
F80;100;3.171;31,71;2013;1;0.0;0;1
F81;87;1.872;21,52;2013;1;0.0;0;1
F82;71;2.350;33,10;2013;1;0.0;0;1
F83;41;1.452;35,41;2013;1;0.0;0;1
F84;491;14.633;29,80;2013;1;0.0;0;1
F88;4;97;24,25;2013;1;0.0;0;1
F89;36;1.310;36,39;2013;1;0.0;0;1
F90;1.138;32.665;28,70;2013;1;0.0;0;1
F91;723;14.904;20,61;2013;1;0.0;0;1
F92;191;4.280;22,41;2013;1;0.0;0;1
F93;110;1.970;17,91;2013;1;0.0;0;1
F94;38;711;18,71;2013;1;0.0;0;1
F95;380;8.147;21,44;2013;1;0.0;0;1
F98;509;12.354;24,27;2013;1;0.0;0;1
F99;4.302;82.961;19,28;2013;1;0.0;0;1
G00;159;5.988;37,66;2013;1;0.0;0;1
G01;13;296;22,77;2013;1;0.0;0;1
G02;25;650;26,00;2013;1;0.0;0;1
G03;982;23.081;23,50;2013;1;0.0;0;1
G04;1.228;35.569;28,96;2013;1;0.0;0;1
G05;54;1.495;27,69;2013;1;0.0;0;1
G06;155;7.457;48,11;2013;1;0.0;0;1
G07;3;16;5,33;2013;1;0.0;0;1
G08;124;3.787;30,54;2013;1;0.0;0;1
G09;60;1.288;21,47;2013;1;0.0;0;1
G10;111;7.284;65,62;2013;1;0.0;0;1
G11;457;10.907;23,87;2013;1;0.0;0;1
G12;555;31.718;57,15;2013;1;0.0;0;1
G13;15;196;13,07;2013;1;0.0;0;1
G14;37;1.034;27,95;2013;1;0.0;0;1
G20;1.596;77.732;48,70;2013;1;0.0;0;1
G21;129;4.307;33,39;2013;1;0.0;0;1
G22;9;56;6,22;2013;1;0.0;0;1
G23;45;1.953;43,40;2013;1;0.0;0;1
G24;4.394;35.408;8,06;2013;1;0.0;0;1
G25;2.122;38.935;18,35;2013;1;0.0;0;1
G26;14;167;11,93;2013;1;0.0;0;1
G30;110;11.278;102,53;2013;1;0.0;0;1
G31;263;11.474;43,63;2013;1;0.0;0;1
G32;48;1.332;27,75;2013;1;0.0;0;1
G35;12.868;263.211;20,45;2013;1;0.0;0;1
G36;81;2.063;25,47;2013;1;0.0;0;1
G37;254;8.657;34,08;2013;1;0.0;0;1
G40;23.359;414.124;17,73;2013;1;0.0;0;1
G41;524;7.110;13,57;2013;1;0.0;0;1
G43;84.384;296.651;3,52;2013;1;0.0;0;1
G44;33.540;206.180;6,15;2013;1;0.0;0;1
G45;7.601;170.902;22,48;2013;1;0.0;0;1
G46;58;2.754;47,48;2013;1;0.0;0;1
G47;65.558;611.678;9,33;2013;1;0.0;0;1
G50;3.907;54.434;13,93;2013;1;0.0;0;1
G51;5.727;128.692;22,47;2013;1;0.0;0;1
G52;271;5.560;20,52;2013;1;0.0;0;1
G53;427;9.256;21,68;2013;1;0.0;0;1
G54;4.274;100.828;23,59;2013;1;0.0;0;1
G55;4.767;173.294;36,35;2013;1;0.0;0;1
G56;41.201;1.179.832;28,64;2013;1;0.0;0;1
G57;3.940;112.835;28,64;2013;1;0.0;0;1
G58;33.847;958.354;28,31;2013;1;0.0;0;1
G59;43;468;10,88;2013;1;0.0;0;1
G60;386;9.457;24,50;2013;1;0.0;0;1
G61;1.257;40.284;32,05;2013;1;0.0;0;1
G62;4.828;155.830;32,28;2013;1;0.0;0;1
G63;466;18.180;39,01;2013;1;0.0;0;1
G64;68;1.223;17,99;2013;1;0.0;0;1
G70;634;21.790;34,37;2013;1;0.0;0;1
G71;972;24.443;25,15;2013;1;0.0;0;1
G72;938;16.166;17,23;2013;1;0.0;0;1
G73;32;1.159;36,22;2013;1;0.0;0;1
G80;499;11.631;23,31;2013;1;0.0;0;1
G81;1.079;85.155;78,92;2013;1;0.0;0;1
G82;1.087;48.879;44,97;2013;1;0.0;0;1
G83;1.255;50.112;39,93;2013;1;0.0;0;1
G90;647;11.288;17,45;2013;1;0.0;0;1
G91;511;15.160;29,67;2013;1;0.0;0;1
G92;8;128;16,00;2013;1;0.0;0;1
G93;2.020;68.581;33,95;2013;1;0.0;0;1
G94;8;215;26,88;2013;1;0.0;0;1
G95;829;26.287;31,71;2013;1;0.0;0;1
G96;222;4.403;19,83;2013;1;0.0;0;1
G97;398;4.935;12,40;2013;1;0.0;0;1
G98;175;2.754;15,74;2013;1;0.0;0;1
G99;259;11.109;42,89;2013;1;0.0;0;1
H00;16.516;58.856;3,56;2013;1;0.0;0;1
H01;3.535;13.644;3,86;2013;1;0.0;0;1
H02;2.937;18.764;6,39;2013;1;0.0;0;1
H03;105;627;5,97;2013;1;0.0;0;1
H04;1.573;9.695;6,16;2013;1;0.0;0;1
H05;603;8.019;13,30;2013;1;0.0;0;1
H06;64;1.460;22,81;2013;1;0.0;0;1
H10;64.719;275.868;4,26;2013;1;0.0;0;1
H11;4.566;25.337;5,55;2013;1;0.0;0;1
H13;407;4.401;10,81;2013;1;0.0;0;1
H15;1.292;7.430;5,75;2013;1;0.0;0;1
H16;16.271;82.316;5,06;2013;1;0.0;0;1
H17;550;6.455;11,74;2013;1;0.0;0;1
H18;5.488;48.749;8,88;2013;1;0.0;0;1
H19;846;8.207;9,70;2013;1;0.0;0;1
H20;5.455;59.952;10,99;2013;1;0.0;0;1
H21;346;3.624;10,47;2013;1;0.0;0;1
H22;33;327;9,91;2013;1;0.0;0;1
H25;4.796;78.228;16,31;2013;1;0.0;0;1
H26;7.425;117.228;15,79;2013;1;0.0;0;1
H27;1.415;27.609;19,51;2013;1;0.0;0;1
H28;49;629;12,84;2013;1;0.0;0;1
H30;731;12.218;16,71;2013;1;0.0;0;1
H31;271;4.863;17,94;2013;1;0.0;0;1
H32;23;435;18,91;2013;1;0.0;0;1
H33;4.953;117.513;23,73;2013;1;0.0;0;1
H34;2.827;43.320;15,32;2013;1;0.0;0;1
H35;11.580;90.541;7,82;2013;1;0.0;0;1
H36;1.997;14.288;7,15;2013;1;0.0;0;1
H40;9.668;77.679;8,03;2013;1;0.0;0;1
H42;18;240;13,33;2013;1;0.0;0;1
H43;2.282;35.453;15,54;2013;1;0.0;0;1
H44;643;7.026;10,93;2013;1;0.0;0;1
H45;31;306;9,87;2013;1;0.0;0;1
H46;831;17.649;21,24;2013;1;0.0;0;1
H47;908;20.114;22,15;2013;1;0.0;0;1
H48;49;769;15,69;2013;1;0.0;0;1
H49;649;21.547;33,20;2013;1;0.0;0;1
H50;1.602;19.027;11,88;2013;1;0.0;0;1
H51;409;6.605;16,15;2013;1;0.0;0;1
H52;2.586;13.538;5,24;2013;1;0.0;0;1
H53;8.251;102.130;12,38;2013;1;0.0;0;1
H54;3.172;35.538;11,20;2013;1;0.0;0;1
H55;176;1.765;10,03;2013;1;0.0;0;1
H57;18.339;51.387;2,80;2013;1;0.0;0;1
H58;138;1.148;8,32;2013;1;0.0;0;1
H59;2.305;30.602;13,28;2013;1;0.0;0;1
H60;33.298;165.319;4,96;2013;1;0.0;0;1
H61;5.759;35.122;6,10;2013;1;0.0;0;1
H62;144;843;5,85;2013;1;0.0;0;1
H65;13.613;88.490;6,50;2013;1;0.0;0;1
H66;51.020;341.874;6,70;2013;1;0.0;0;1
H67;159;1.218;7,66;2013;1;0.0;0;1
H68;5.803;32.283;5,56;2013;1;0.0;0;1
H69;2.857;15.664;5,48;2013;1;0.0;0;1
H70;605;7.773;12,85;2013;1;0.0;0;1
H71;2.300;39.724;17,27;2013;1;0.0;0;1
H72;1.775;18.818;10,60;2013;1;0.0;0;1
H73;2.088;12.411;5,94;2013;1;0.0;0;1
H74;777;9.394;12,09;2013;1;0.0;0;1
H75;100;1.028;10,28;2013;1;0.0;0;1
H80;727;12.387;17,04;2013;1;0.0;0;1
H81;29.826;385.940;12,94;2013;1;0.0;0;1
H82;213;2.212;10,38;2013;1;0.0;0;1
H83;2.059;20.698;10,05;2013;1;0.0;0;1
H90;2.686;32.057;11,93;2013;1;0.0;0;1
H91;15.157;178.005;11,74;2013;1;0.0;0;1
H92;8.421;37.482;4,45;2013;1;0.0;0;1
H93;19.779;257.978;13,04;2013;1;0.0;0;1
H94;34;616;18,12;2013;1;0.0;0;1
H95;473;8.465;17,90;2013;1;0.0;0;1
I00;436;4.866;11,16;2013;1;0.0;0;1
I01;286;2.718;9,50;2013;1;0.0;0;1
I02;242;1.937;8,00;2013;1;0.0;0;1
I05;248;11.622;46,86;2013;1;0.0;0;1
I06;1.436;10.352;7,21;2013;1;0.0;0;1
I07;104;4.723;45,41;2013;1;0.0;0;1
I08;189;9.798;51,84;2013;1;0.0;0;1
I09;419;4.363;10,41;2013;1;0.0;0;1
I10;139.641;1.828.352;13,09;2013;1;0.0;0;1
I11;6.077;103.045;16,96;2013;1;0.0;0;1
I12;290;6.813;23,49;2013;1;0.0;0;1
I13;479;7.338;15,32;2013;1;0.0;0;1
I15;1.145;16.422;14,34;2013;1;0.0;0;1
I20;27.300;474.983;17,40;2013;1;0.0;0;1
I21;15.402;902.336;58,59;2013;1;0.0;0;1
I22;161;5.606;34,82;2013;1;0.0;0;1
I23;86;2.721;31,64;2013;1;0.0;0;1
I24;1.581;48.168;30,47;2013;1;0.0;0;1
I25;51.161;2.035.680;39,79;2013;1;0.0;0;1
I26;3.141;127.441;40,57;2013;1;0.0;0;1
I27;450;14.146;31,44;2013;1;0.0;0;1
I28;52;1.955;37,60;2013;1;0.0;0;1
I30;469;8.122;17,32;2013;1;0.0;0;1
I31;1.317;41.270;31,34;2013;1;0.0;0;1
I32;59;1.094;18,54;2013;1;0.0;0;1
I33;290;10.954;37,77;2013;1;0.0;0;1
I34;1.549;65.574;42,33;2013;1;0.0;0;1
I35;2.621;144.256;55,04;2013;1;0.0;0;1
I36;40;1.528;38,20;2013;1;0.0;0;1
I37;110;2.282;20,75;2013;1;0.0;0;1
I38;519;14.292;27,54;2013;1;0.0;0;1
I39;69;1.131;16,39;2013;1;0.0;0;1
I40;1.727;41.219;23,87;2013;1;0.0;0;1
I41;126;1.822;14,46;2013;1;0.0;0;1
I42;4.782;225.274;47,11;2013;1;0.0;0;1
I43;112;2.857;25,51;2013;1;0.0;0;1
I44;1.112;23.608;21,23;2013;1;0.0;0;1
I45;1.474;17.103;11,60;2013;1;0.0;0;1
I46;523;23.643;45,21;2013;1;0.0;0;1
I47;7.113;86.394;12,15;2013;1;0.0;0;1
I48;25.916;451.537;17,42;2013;1;0.0;0;1
I49;16.725;239.351;14,31;2013;1;0.0;0;1
I50;7.513;327.009;43,53;2013;1;0.0;0;1
I51;7.803;154.029;19,74;2013;1;0.0;0;1
I52;44;669;15,20;2013;1;0.0;0;1
I60;998;70.492;70,63;2013;1;0.0;0;1
I61;1.252;126.199;100,80;2013;1;0.0;0;1
I62;395;22.527;57,03;2013;1;0.0;0;1
I63;8.279;690.930;83,46;2013;1;0.0;0;1
I64;2.669;235.022;88,06;2013;1;0.0;0;1
I65;2.187;69.802;31,92;2013;1;0.0;0;1
I66;862;16.938;19,65;2013;1;0.0;0;1
I67;2.035;70.056;34,43;2013;1;0.0;0;1
I68;13;63;4,85;2013;1;0.0;0;1
I69;1.153;93.657;81,23;2013;1;0.0;0;1
I70;10.746;289.216;26,91;2013;1;0.0;0;1
I71;2.099;119.681;57,02;2013;1;0.0;0;1
I72;1.241;52.587;42,37;2013;1;0.0;0;1
I73;8.796;325.192;36,97;2013;1;0.0;0;1
I74;1.425;49.964;35,06;2013;1;0.0;0;1
I77;1.202;29.666;24,68;2013;1;0.0;0;1
I78;291;2.219;7,63;2013;1;0.0;0;1
I79;118;5.507;46,67;2013;1;0.0;0;1
I80;17.168;304.826;17,76;2013;1;0.0;0;1
I81;161;4.561;28,33;2013;1;0.0;0;1
I82;5.407;97.824;18,09;2013;1;0.0;0;1
I83;32.783;558.489;17,04;2013;1;0.0;0;1
I84;1.749;43.420;24,83;2013;1;0.0;0;1
I85;596;9.478;15,90;2013;1;0.0;0;1
I86;2.828;30.335;10,73;2013;1;0.0;0;1
I87;4.492;77.730;17,30;2013;1;0.0;0;1
I88;8.555;65.631;7,67;2013;1;0.0;0;1
I89;4.917;82.755;16,83;2013;1;0.0;0;1
I95;23.318;127.999;5,49;2013;1;0.0;0;1
I97;1.115;9.174;8,23;2013;1;0.0;0;1
I98;251;3.052;12,16;2013;1;0.0;0;1
I99;38.730;235.120;6,07;2013;1;0.0;0;1
J00;158.327;816.407;5,16;2013;1;0.0;0;1
J01;199.848;1.193.343;5,97;2013;1;0.0;0;1
J02;209.357;1.117.216;5,34;2013;1;0.0;0;1
J03;250.483;1.469.897;5,87;2013;1;0.0;0;1
J04;93.355;582.680;6,24;2013;1;0.0;0;1
J05;582;4.638;7,97;2013;1;0.0;0;1
J06;2.271.140;12.911.646;5,69;2013;1;0.0;0;1
J09;2.175;17.104;7,86;2013;1;0.0;0;1
J10;10.562;80.346;7,61;2013;1;0.0;0;1
J11;197.051;1.294.337;6,57;2013;1;0.0;0;1
J12;736;11.115;15,10;2013;1;0.0;0;1
J13;198;3.762;19,00;2013;1;0.0;0;1
J14;98;1.209;12,34;2013;1;0.0;0;1
J15;3.595;53.055;14,76;2013;1;0.0;0;1
J16;328;7.119;21,70;2013;1;0.0;0;1
J17;78;2.788;35,74;2013;1;0.0;0;1
J18;51.519;770.320;14,95;2013;1;0.0;0;1
J20;593.898;4.237.686;7,14;2013;1;0.0;0;1
J21;3.875;33.131;8,55;2013;1;0.0;0;1
J22;48.029;311.802;6,49;2013;1;0.0;0;1
J30;24.618;105.806;4,30;2013;1;0.0;0;1
J31;10.689;57.871;5,41;2013;1;0.0;0;1
J32;198.299;1.289.137;6,50;2013;1;0.0;0;1
J33;2.600;29.779;11,45;2013;1;0.0;0;1
J34;38.330;468.936;12,23;2013;1;0.0;0;1
J35;13.514;175.568;12,99;2013;1;0.0;0;1
J36;5.588;58.894;10,54;2013;1;0.0;0;1
J37;1.898;15.899;8,38;2013;1;0.0;0;1
J38;3.731;48.399;12,97;2013;1;0.0;0;1
J39;11.677;76.739;6,57;2013;1;0.0;0;1
J40;487.812;3.392.148;6,95;2013;1;0.0;0;1
J41;62.049;444.174;7,16;2013;1;0.0;0;1
J42;28.432;191.931;6,75;2013;1;0.0;0;1
J43;1.113;32.762;29,44;2013;1;0.0;0;1
J44;50.099;837.713;16,72;2013;1;0.0;0;1
J45;56.405;506.904;8,99;2013;1;0.0;0;1
J46;807;7.045;8,73;2013;1;0.0;0;1
J47;280;6.562;23,44;2013;1;0.0;0;1
J60;48;507;10,56;2013;1;0.0;0;1
J61;59;1.869;31,68;2013;1;0.0;0;1
J62;51;1.841;36,10;2013;1;0.0;0;1
J63;65;5.246;80,71;2013;1;0.0;0;1
J64;47;2.486;52,89;2013;1;0.0;0;1
J65;8;253;31,62;2013;1;0.0;0;1
J66;25;227;9,08;2013;1;0.0;0;1
J67;261;8.410;32,22;2013;1;0.0;0;1
J68;347;2.980;8,59;2013;1;0.0;0;1
J69;540;7.046;13,05;2013;1;0.0;0;1
J70;159;2.785;17,52;2013;1;0.0;0;1
J80;360;8.019;22,28;2013;1;0.0;0;1
J81;112;3.436;30,68;2013;1;0.0;0;1
J82;143;2.123;14,85;2013;1;0.0;0;1
J84;1.293;30.604;23,67;2013;1;0.0;0;1
J85;163;8.023;49,22;2013;1;0.0;0;1
J86;541;20.554;37,99;2013;1;0.0;0;1
J90;1.027;38.274;37,27;2013;1;0.0;0;1
J91;35;2.637;75,34;2013;1;0.0;0;1
J92;54;1.386;25,67;2013;1;0.0;0;1
J93;3.245;81.083;24,99;2013;1;0.0;0;1
J94;415;10.392;25,04;2013;1;0.0;0;1
J95;524;5.747;10,97;2013;1;0.0;0;1
J96;1.953;37.843;19,38;2013;1;0.0;0;1
J98;152.908;905.702;5,92;2013;1;0.0;0;1
J99;322;2.334;7,25;2013;1;0.0;0;1
K00;3.360;10.366;3,09;2013;1;0.0;0;1
K01;16.065;64.320;4,00;2013;1;0.0;0;1
K02;4.425;15.273;3,45;2013;1;0.0;0;1
K03;2.342;7.458;3,18;2013;1;0.0;0;1
K04;27.322;92.737;3,39;2013;1;0.0;0;1
K05;4.348;14.228;3,27;2013;1;0.0;0;1
K06;700;2.839;4,06;2013;1;0.0;0;1
K07;7.050;51.198;7,26;2013;1;0.0;0;1
K08;622.414;1.614.827;2,59;2013;1;0.0;0;1
K09;1.439;10.622;7,38;2013;1;0.0;0;1
K10;6.738;34.020;5,05;2013;1;0.0;0;1
K11;7.376;54.189;7,35;2013;1;0.0;0;1
K12;5.071;32.956;6,50;2013;1;0.0;0;1
K13;1.327;10.399;7,84;2013;1;0.0;0;1
K14;905;8.859;9,79;2013;1;0.0;0;1
K20;1.882;15.030;7,99;2013;1;0.0;0;1
K21;43.548;253.547;5,82;2013;1;0.0;0;1
K22;5.310;42.692;8,04;2013;1;0.0;0;1
K23;28;162;5,79;2013;1;0.0;0;1
K25;10.820;136.631;12,63;2013;1;0.0;0;1
K26;7.209;72.019;9,99;2013;1;0.0;0;1
K27;1.248;11.764;9,43;2013;1;0.0;0;1
K28;416;5.362;12,89;2013;1;0.0;0;1
K29;257.922;1.385.490;5,37;2013;1;0.0;0;1
K30;9.879;42.431;4,30;2013;1;0.0;0;1
K31;15.385;85.287;5,54;2013;1;0.0;0;1
K35;15.692;201.561;12,84;2013;1;0.0;0;1
K36;1.620;17.508;10,81;2013;1;0.0;0;1
K37;10.503;143.209;13,64;2013;1;0.0;0;1
K38;522;6.972;13,36;2013;1;0.0;0;1
K40;72.295;1.591.375;22,01;2013;1;0.0;0;1
K41;446;9.542;21,39;2013;1;0.0;0;1
K42;16.188;387.052;23,91;2013;1;0.0;0;1
K43;7.458;201.520;27,02;2013;1;0.0;0;1
K44;5.485;42.007;7,66;2013;1;0.0;0;1
K45;444;10.307;23,21;2013;1;0.0;0;1
K46;2.100;52.284;24,90;2013;1;0.0;0;1
K50;17.586;233.066;13,25;2013;1;0.0;0;1
K51;17.249;223.111;12,93;2013;1;0.0;0;1
K52;529.492;2.274.826;4,30;2013;1;0.0;0;1
K55;1.025;12.889;12,57;2013;1;0.0;0;1
K56;6.064;102.080;16,83;2013;1;0.0;0;1
K57;37.519;491.629;13,10;2013;1;0.0;0;1
K58;11.768;70.257;5,97;2013;1;0.0;0;1
K59;16.020;79.356;4,95;2013;1;0.0;0;1
K60;16.336;264.917;16,22;2013;1;0.0;0;1
K61;14.855;296.728;19,97;2013;1;0.0;0;1
K62;14.240;122.044;8,57;2013;1;0.0;0;1
K63;24.276;99.461;4,10;2013;1;0.0;0;1
K64;52.791;394.669;7,48;2013;1;0.0;0;1
K65;1.045;33.447;32,01;2013;1;0.0;0;1
K66;1.506;29.705;19,72;2013;1;0.0;0;1
K67;13;188;14,46;2013;1;0.0;0;1
K70;1.654;52.556;31,78;2013;1;0.0;0;1
K71;509;11.569;22,73;2013;1;0.0;0;1
K72;254;10.350;40,75;2013;1;0.0;0;1
K73;312;8.788;28,17;2013;1;0.0;0;1
K74;1.867;80.257;42,99;2013;1;0.0;0;1
K75;1.373;26.521;19,32;2013;1;0.0;0;1
K76;4.088;58.882;14,40;2013;1;0.0;0;1
K77;122;1.695;13,89;2013;1;0.0;0;1
K80;20.489;306.800;14,97;2013;1;0.0;0;1
K81;3.499;61.948;17,70;2013;1;0.0;0;1
K82;1.332;22.496;16,89;2013;1;0.0;0;1
K83;2.250;35.854;15,94;2013;1;0.0;0;1
K85;9.924;212.496;21,41;2013;1;0.0;0;1
K86;3.809;88.985;23,36;2013;1;0.0;0;1
K87;35;729;20,83;2013;1;0.0;0;1
K90;1.227;7.620;6,21;2013;1;0.0;0;1
K91;1.118;19.941;17,84;2013;1;0.0;0;1
K92;30.815;201.452;6,54;2013;1;0.0;0;1
K93;71;531;7,48;2013;1;0.0;0;1
L00;59;705;11,95;2013;1;0.0;0;1
L01;2.565;18.061;7,04;2013;1;0.0;0;1
L02;56.835;705.877;12,42;2013;1;0.0;0;1
L03;41.886;454.077;10,84;2013;1;0.0;0;1
L04;3.259;28.368;8,70;2013;1;0.0;0;1
L05;23.259;569.423;24,48;2013;1;0.0;0;1
L08;6.012;54.570;9,08;2013;1;0.0;0;1
L10;413;4.708;11,40;2013;1;0.0;0;1
L11;120;901;7,51;2013;1;0.0;0;1
L12;188;2.554;13,59;2013;1;0.0;0;1
