ICD,Faelle,Tage,Tage_je_Fall,Jahr,Krankenhaus,Pflicht_alle,freiwillig,male
C09,204,13505,66.2,2014,1,0.0,0,0
C10,170,14398,84.69,2014,1,0.0,0,0
C11,80,6975,87.19,2014,1,0.0,0,0
C12,7,48,6.86,2014,1,0.0,0,0
C13,72,4891,67.93,2014,1,0.0,0,0
C14,30,2987,99.57,2014,1,0.0,0,0
C15,340,25824,75.95,2014,1,0.0,0,0
C16,1096,104623,95.46,2014,1,0.0,0,0
C17,337,17697,52.51,2014,1,0.0,0,0
C18,11148,265903,23.85,2014,1,0.0,0,0
C19,214,13572,63.42,2014,1,0.0,0,0
C20,1829,177289,96.93,2014,1,0.0,0,0
C21,474,32851,69.31,2014,1,0.0,0,0
C22,372,30117,80.96,2014,1,0.0,0,0
C23,84,9589,114.15,2014,1,0.0,0,0
C24,143,13157,92.01,2014,1,0.0,0,0
C25,942,99238,105.35,2014,1,0.0,0,0
C26,534,8682,16.26,2014,1,0.0,0,0
C30,90,3438,38.2,2014,1,0.0,0,0
C31,83,4510,54.34,2014,1,0.0,0,0
C32,257,15735,61.23,2014,1,0.0,0,0
C33,6,624,104.0,2014,1,0.0,0,0
C34,3353,374690,111.75,2014,1,0.0,0,0
C37,27,1817,67.3,2014,1,0.0,0,0
C38,53,6929,130.74,2014,1,0.0,0,0
C39,24,1225,51.04,2014,1,0.0,0,0
C40,155,5818,37.54,2014,1,0.0,0,0
C41,257,17399,67.7,2014,1,0.0,0,0
C43,7590,128075,16.87,2014,1,0.0,0,0
C44,12019,113840,9.47,2014,1,0.0,0,0
C45,59,3253,55.14,2014,1,0.0,0,0
C46,15,209,13.93,2014,1,0.0,0,0
C47,96,2486,25.9,2014,1,0.0,0,0
C48,116,13274,114.43,2014,1,0.0,0,0
C49,988,59389,60.11,2014,1,0.0,0,0
C50,42349,3961248,93.54,2014,1,0.0,0,0
C51,717,44603,62.21,2014,1,0.0,0,0
C52,115,8410,73.13,2014,1,0.0,0,0
C53,2807,216519,77.14,2014,1,0.0,0,0
C54,1556,128394,82.52,2014,1,0.0,0,0
C55,365,27525,75.41,2014,1,0.0,0,0
C56,2747,286471,104.29,2014,1,0.0,0,0
C57,195,12292,63.04,2014,1,0.0,0,0
C58,54,1217,22.54,2014,1,0.0,0,0
C60,8,305,38.12,2014,1,0.0,0,0
C61,7,90,12.86,2014,1,0.0,0,0
C62,8,277,34.62,2014,1,0.0,0,0
C63,1,432,432.0,2014,1,0.0,0,0
C64,932,76580,82.17,2014,1,0.0,0,0
C65,47,1135,24.15,2014,1,0.0,0,0
C66,35,1219,34.83,2014,1,0.0,0,0
C67,2264,69463,30.68,2014,1,0.0,0,0
C68,287,15137,52.74,2014,1,0.0,0,0
C69,492,13567,27.58,2014,1,0.0,0,0
C70,47,5026,106.94,2014,1,0.0,0,0
C71,1128,121658,107.85,2014,1,0.0,0,0
C72,75,5280,70.4,2014,1,0.0,0,0
C73,3940,111091,28.2,2014,1,0.0,0,0
C74,107,6146,57.44,2014,1,0.0,0,0
C75,236,11315,47.94,2014,1,0.0,0,0
C76,227,10610,46.74,2014,1,0.0,0,0
C77,711,50615,71.19,2014,1,0.0,0,0
C78,1414,110138,77.89,2014,1,0.0,0,0
C79,1500,115084,76.72,2014,1,0.0,0,0
C80,1212,90654,74.8,2014,1,0.0,0,0
C81,1131,68939,60.95,2014,1,0.0,0,0
C82,836,24963,29.86,2014,1,0.0,0,0
C83,756,41154,54.44,2014,1,0.0,0,0
C84,206,7313,35.5,2014,1,0.0,0,0
C85,2029,123779,61.0,2014,1,0.0,0,0
C86,41,2397,58.46,2014,1,0.0,0,0
C88,204,6390,31.32,2014,1,0.0,0,0
C90,828,61176,73.88,2014,1,0.0,0,0
C91,851,39759,46.72,2014,1,0.0,0,0
C92,979,70109,71.61,2014,1,0.0,0,0
C93,45,2326,51.69,2014,1,0.0,0,0
C94,39,1524,39.08,2014,1,0.0,0,0
C95,174,16774,96.4,2014,1,0.0,0,0
C96,106,3023,28.52,2014,1,0.0,0,0
C97,28,1207,43.11,2014,1,0.0,0,0
D00,78,2892,37.08,2014,1,0.0,0,0
D01,230,4079,17.73,2014,1,0.0,0,0
D02,82,2409,29.38,2014,1,0.0,0,0
D03,1060,7940,7.49,2014,1,0.0,0,0
D04,640,4732,7.39,2014,1,0.0,0,0
D05,1890,91803,48.57,2014,1,0.0,0,0
D06,3886,59108,15.21,2014,1,0.0,0,0
D07,585,12318,21.06,2014,1,0.0,0,0
D09,296,7086,23.94,2014,1,0.0,0,0
D10,740,5699,7.7,2014,1,0.0,0,0
D11,958,17799,18.58,2014,1,0.0,0,0
D12,10594,29322,2.77,2014,1,0.0,0,0
D13,2301,18519,8.05,2014,1,0.0,0,0
D14,435,6764,15.55,2014,1,0.0,0,0
D15,101,6335,62.72,2014,1,0.0,0,0
D16,1377,37467,27.21,2014,1,0.0,0,0
D17,10044,112646,11.22,2014,1,0.0,0,0
D18,2220,34838,15.69,2014,1,0.0,0,0
D19,35,1184,33.83,2014,1,0.0,0,0
D20,77,1116,14.49,2014,1,0.0,0,0
D21,5877,68774,11.7,2014,1,0.0,0,0
D22,31495,101962,3.24,2014,1,0.0,0,0
D23,6287,34136,5.43,2014,1,0.0,0,0
D24,4897,48849,9.98,2014,1,0.0,0,0
D25,29441,721203,24.5,2014,1,0.0,0,0
D26,571,9662,16.92,2014,1,0.0,0,0
D27,4878,65664,13.46,2014,1,0.0,0,0
D28,722,7198,9.97,2014,1,0.0,0,0
D29,18,167,9.28,2014,1,0.0,0,0
D30,246,4536,18.44,2014,1,0.0,0,0
D31,400,2661,6.65,2014,1,0.0,0,0
D32,1630,119698,73.43,2014,1,0.0,0,0
D33,702,35385,50.41,2014,1,0.0,0,0
D34,741,11285,15.23,2014,1,0.0,0,0
D35,1614,47129,29.2,2014,1,0.0,0,0
D36,3382,64339,19.02,2014,1,0.0,0,0
D37,5781,88014,15.22,2014,1,0.0,0,0
D38,1091,43621,39.98,2014,1,0.0,0,0
D39,7020,172084,24.51,2014,1,0.0,0,0
D40,19,183,9.63,2014,1,0.0,0,0
D41,1416,39731,28.06,2014,1,0.0,0,0
D42,69,3518,50.99,2014,1,0.0,0,0
D43,689,51452,74.68,2014,1,0.0,0,0
D44,1027,30972,30.16,2014,1,0.0,0,0
D45,258,2050,7.95,2014,1,0.0,0,0
D46,333,11288,33.9,2014,1,0.0,0,0
D47,1139,23152,20.33,2014,1,0.0,0,0
D48,29526,408859,13.85,2014,1,0.0,0,0
D50,9845,127725,12.97,2014,1,0.0,0,0
D51,367,5103,13.9,2014,1,0.0,0,0
D52,61,1169,19.16,2014,1,0.0,0,0
D53,101,1638,16.22,2014,1,0.0,0,0
D55,23,205,8.91,2014,1,0.0,0,0
D56,290,3613,12.46,2014,1,0.0,0,0
D57,124,1752,14.13,2014,1,0.0,0,0
D58,126,2285,18.13,2014,1,0.0,0,0
D59,349,6674,19.12,2014,1,0.0,0,0
D60,58,894,15.41,2014,1,0.0,0,0
D61,335,12386,36.97,2014,1,0.0,0,0
D62,393,12294,31.28,2014,1,0.0,0,0
D63,38,1612,42.42,2014,1,0.0,0,0
D64,5903,92754,15.71,2014,1,0.0,0,0
D65,29,638,22.0,2014,1,0.0,0,0
D66,33,418,12.67,2014,1,0.0,0,0
D67,5,63,12.6,2014,1,0.0,0,0
D68,1348,20046,14.87,2014,1,0.0,0,0
D69,1729,33909,19.61,2014,1,0.0,0,0
D70,477,8427,17.67,2014,1,0.0,0,0
D71,14,650,46.43,2014,1,0.0,0,0
D72,611,8581,14.04,2014,1,0.0,0,0
D73,134,3262,24.34,2014,1,0.0,0,0
D74,3,55,18.33,2014,1,0.0,0,0
D75,392,6660,16.99,2014,1,0.0,0,0
D76,49,1388,28.33,2014,1,0.0,0,0
D77,4,31,7.75,2014,1,0.0,0,0
D80,1346,12224,9.08,2014,1,0.0,0,0
D81,42,1155,27.5,2014,1,0.0,0,0
D82,25,779,31.16,2014,1,0.0,0,0
D83,164,817,4.98,2014,1,0.0,0,0
D84,641,6289,9.81,2014,1,0.0,0,0
D86,2549,66373,26.04,2014,1,0.0,0,0
D89,463,6453,13.94,2014,1,0.0,0,0
D90,117,2268,19.38,2014,1,0.0,0,0
E00,38,281,7.39,2014,1,0.0,0,0
E01,1276,22194,17.39,2014,1,0.0,0,0
E02,32,471,14.72,2014,1,0.0,0,0
E03,6773,106652,15.75,2014,1,0.0,0,0
E04,20140,348740,17.32,2014,1,0.0,0,0
E05,12617,205524,16.29,2014,1,0.0,0,0
E06,5020,80125,15.96,2014,1,0.0,0,0
E07,2387,34543,14.47,2014,1,0.0,0,0
E10,7584,102798,13.55,2014,1,0.0,0,0
E11,11290,196361,17.39,2014,1,0.0,0,0
E12,21,248,11.81,2014,1,0.0,0,0
E13,366,8426,23.02,2014,1,0.0,0,0
E14,3609,69941,19.38,2014,1,0.0,0,0
E15,41,781,19.05,2014,1,0.0,0,0
E16,1584,11437,7.22,2014,1,0.0,0,0
E20,105,2983,28.41,2014,1,0.0,0,0
E21,736,12358,16.79,2014,1,0.0,0,0
E22,211,2473,11.72,2014,1,0.0,0,0
E23,350,6063,17.32,2014,1,0.0,0,0
E24,256,8475,33.11,2014,1,0.0,0,0
E25,127,1371,10.8,2014,1,0.0,0,0
E26,198,2504,12.65,2014,1,0.0,0,0
E27,476,6431,13.51,2014,1,0.0,0,0
E28,921,8803,9.56,2014,1,0.0,0,0
E29,10,89,8.9,2014,1,0.0,0,0
E30,29,145,5.0,2014,1,0.0,0,0
E31,56,874,15.61,2014,1,0.0,0,0
E32,170,3441,20.24,2014,1,0.0,0,0
E34,865,10374,11.99,2014,1,0.0,0,0
E35,11,261,23.73,2014,1,0.0,0,0
E40,8,587,73.38,2014,1,0.0,0,0
E41,65,1427,21.95,2014,1,0.0,0,0
E42,24,174,7.25,2014,1,0.0,0,0
E43,26,181,6.96,2014,1,0.0,0,0
E44,25,374,14.96,2014,1,0.0,0,0
E45,12,399,33.25,2014,1,0.0,0,0
E46,35,749,21.4,2014,1,0.0,0,0
E50,45,396,8.8,2014,1,0.0,0,0
E51,49,2032,41.47,2014,1,0.0,0,0
E52,8,64,8.0,2014,1,0.0,0,0
E53,394,8190,20.79,2014,1,0.0,0,0
E54,5,78,15.6,2014,1,0.0,0,0
E55,415,5072,12.22,2014,1,0.0,0,0
E56,69,1105,16.01,2014,1,0.0,0,0
E58,27,362,13.41,2014,1,0.0,0,0
E59,8,198,24.75,2014,1,0.0,0,0
E60,5,25,5.0,2014,1,0.0,0,0
E61,1389,12643,9.1,2014,1,0.0,0,0
E63,37,888,24.0,2014,1,0.0,0,0
E64,39,661,16.95,2014,1,0.0,0,0
E65,844,25975,30.78,2014,1,0.0,0,0
E66,6726,163653,24.33,2014,1,0.0,0,0
E67,31,692,22.32,2014,1,0.0,0,0
E68,65,1877,28.88,2014,1,0.0,0,0
E70,52,239,4.6,2014,1,0.0,0,0
E71,30,423,14.1,2014,1,0.0,0,0
E72,56,885,15.8,2014,1,0.0,0,0
E73,3761,11630,3.09,2014,1,0.0,0,0
E74,2017,6933,3.44,2014,1,0.0,0,0
E75,218,1124,5.16,2014,1,0.0,0,0
E76,30,1226,40.87,2014,1,0.0,0,0
E77,19,27,1.42,2014,1,0.0,0,0
E78,2046,39663,19.39,2014,1,0.0,0,0
E79,380,6186,16.28,2014,1,0.0,0,0
E80,339,4624,13.64,2014,1,0.0,0,0
E83,1028,12481,12.14,2014,1,0.0,0,0
E84,1101,15568,14.14,2014,1,0.0,0,0
E85,224,4865,21.72,2014,1,0.0,0,0
E86,2539,16381,6.45,2014,1,0.0,0,0
E87,1225,22297,18.2,2014,1,0.0,0,0
E88,1448,21386,14.77,2014,1,0.0,0,0
E89,2166,53846,24.86,2014,1,0.0,0,0
E90,9,78,8.67,2014,1,0.0,0,0
F00,58,9417,162.36,2014,1,0.0,0,0
F01,70,2322,33.17,2014,1,0.0,0,0
F02,12,431,35.92,2014,1,0.0,0,0
F03,234,10736,45.88,2014,1,0.0,0,0
F04,44,1510,34.32,2014,1,0.0,0,0
F05,116,2959,25.51,2014,1,0.0,0,0
F06,1450,64361,44.39,2014,1,0.0,0,0
F07,825,23822,28.88,2014,1,0.0,0,0
F09,898,22846,25.44,2014,1,0.0,0,0
F10,17653,476955,27.02,2014,1,0.0,0,0
F11,700,24239,34.63,2014,1,0.0,0,0
F12,500,19824,39.65,2014,1,0.0,0,0
F13,1200,25342,21.12,2014,1,0.0,0,0
F14,90,2391,26.57,2014,1,0.0,0,0
F15,392,11638,29.69,2014,1,0.0,0,0
F16,49,675,13.78,2014,1,0.0,0,0
F17,1721,37873,22.01,2014,1,0.0,0,0
F18,105,2847,27.11,2014,1,0.0,0,0
F19,1275,40864,32.05,2014,1,0.0,0,0
F20,7048,355803,50.48,2014,1,0.0,0,0
F21,153,8386,54.81,2014,1,0.0,0,0
F22,706,44914,63.62,2014,1,0.0,0,0
F23,2162,95835,44.33,2014,1,0.0,0,0
F24,12,599,49.92,2014,1,0.0,0,0
F25,3455,217762,63.03,2014,1,0.0,0,0
F28,84,3565,42.44,2014,1,0.0,0,0
F29,1009,35239,34.92,2014,1,0.0,0,0
F30,1176,32746,27.85,2014,1,0.0,0,0
F31,5090,353835,69.52,2014,1,0.0,0,0
F32,296962,14926521,50.26,2014,1,0.0,0,0
F33,63363,4544969,71.73,2014,1,0.0,0,0
F34,9531,423942,44.48,2014,1,0.0,0,0
F38,425,10664,25.09,2014,1,0.0,0,0
F39,607,13422,22.11,2014,1,0.0,0,0
F40,4150,230714,55.59,2014,1,0.0,0,0
F41,65399,2909044,44.48,2014,1,0.0,0,0
F42,2535,168568,66.5,2014,1,0.0,0,0
F43,360952,8003282,22.17,2014,1,0.0,0,0
F44,1955,65102,33.3,2014,1,0.0,0,0
F45,148225,3273651,22.09,2014,1,0.0,0,0
F48,203105,4236031,20.86,2014,1,0.0,0,0
F50,4265,260439,61.06,2014,1,0.0,0,0
F51,6484,115319,17.79,2014,1,0.0,0,0
F52,143,4156,29.06,2014,1,0.0,0,0
F53,292,9050,30.99,2014,1,0.0,0,0
F54,2513,48216,19.19,2014,1,0.0,0,0
F55,137,3117,22.75,2014,1,0.0,0,0
F59,371,6280,16.93,2014,1,0.0,0,0
F60,7399,450227,60.85,2014,1,0.0,0,0
F61,827,64841,78.41,2014,1,0.0,0,0
F62,729,25259,34.65,2014,1,0.0,0,0
F63,239,14852,62.14,2014,1,0.0,0,0
F64,238,11444,48.08,2014,1,0.0,0,0
F65,14,495,35.36,2014,1,0.0,0,0
F66,68,1616,23.76,2014,1,0.0,0,0
F68,1752,32088,18.32,2014,1,0.0,0,0
F69,289,8377,28.99,2014,1,0.0,0,0
F70,350,7481,21.37,2014,1,0.0,0,0
F71,198,3277,16.55,2014,1,0.0,0,0
F72,48,1257,26.19,2014,1,0.0,0,0
F73,34,1113,32.74,2014,1,0.0,0,0
F74,6,159,26.5,2014,1,0.0,0,0
F78,19,527,27.74,2014,1,0.0,0,0
F79,166,2384,14.36,2014,1,0.0,0,0
F80,121,3987,32.95,2014,1,0.0,0,0
F81,52,1093,21.02,2014,1,0.0,0,0
F82,77,1935,25.13,2014,1,0.0,0,0
F83,36,603,16.75,2014,1,0.0,0,0
F84,163,7256,44.52,2014,1,0.0,0,0
F88,7,563,80.43,2014,1,0.0,0,0
F89,21,222,10.57,2014,1,0.0,0,0
F90,624,26374,42.27,2014,1,0.0,0,0
F91,799,14314,17.91,2014,1,0.0,0,0
F92,184,4102,22.29,2014,1,0.0,0,0
F93,239,5046,21.11,2014,1,0.0,0,0
F94,34,1072,31.53,2014,1,0.0,0,0
F95,261,4236,16.23,2014,1,0.0,0,0
F98,368,9043,24.57,2014,1,0.0,0,0
F99,7376,144030,19.53,2014,1,0.0,0,0
G00,345,6689,19.39,2014,1,0.0,0,0
G01,18,214,11.89,2014,1,0.0,0,0
G02,260,5050,19.42,2014,1,0.0,0,0
G03,890,22309,25.07,2014,1,0.0,0,0
G04,1967,54681,27.8,2014,1,0.0,0,0
G05,42,1625,38.69,2014,1,0.0,0,0
G06,210,7770,37.0,2014,1,0.0,0,0
G07,10,49,4.9,2014,1,0.0,0,0
G08,280,12650,45.18,2014,1,0.0,0,0
G09,77,1872,24.31,2014,1,0.0,0,0
G10,53,3292,62.11,2014,1,0.0,0,0
G11,270,5382,19.93,2014,1,0.0,0,0
G12,256,17935,70.06,2014,1,0.0,0,0
G13,41,350,8.54,2014,1,0.0,0,0
G14,69,1758,25.48,2014,1,0.0,0,0
G20,904,46234,51.14,2014,1,0.0,0,0
G21,69,2670,38.7,2014,1,0.0,0,0
G22,9,94,10.44,2014,1,0.0,0,0
G23,42,1261,30.02,2014,1,0.0,0,0
G24,4564,48425,10.61,2014,1,0.0,0,0
G25,2203,46778,21.23,2014,1,0.0,0,0
G26,9,174,19.33,2014,1,0.0,0,0
G30,84,8967,106.75,2014,1,0.0,0,0
G31,251,9859,39.28,2014,1,0.0,0,0
G32,54,1525,28.24,2014,1,0.0,0,0
G35,27839,629035,22.6,2014,1,0.0,0,0
G36,153,3473,22.7,2014,1,0.0,0,0
G37,398,9736,24.46,2014,1,0.0,0,0
G40,14285,277351,19.42,2014,1,0.0,0,0
G41,321,4224,13.16,2014,1,0.0,0,0
G43,272637,993886,3.65,2014,1,0.0,0,0
G44,44484,278980,6.27,2014,1,0.0,0,0
G45,6222,127425,20.48,2014,1,0.0,0,0
G46,41,3701,90.27,2014,1,0.0,0,0
G47,40304,494957,12.28,2014,1,0.0,0,0
G50,8451,130065,15.39,2014,1,0.0,0,0
G51,4272,110225,25.8,2014,1,0.0,0,0
G52,330,8283,25.1,2014,1,0.0,0,0
G53,778,14799,19.02,2014,1,0.0,0,0
G54,3676,94753,25.78,2014,1,0.0,0,0
G55,4340,154285,35.55,2014,1,0.0,0,0
G56,58494,1801092,30.79,2014,1,0.0,0,0
G57,4058,127415,31.4,2014,1,0.0,0,0
G58,22114,199579,9.03,2014,1,0.0,0,0
G59,36,548,15.22,2014,1,0.0,0,0
G60,350,12237,34.96,2014,1,0.0,0,0
G61,683,25934,37.97,2014,1,0.0,0,0
G62,3130,99454,31.77,2014,1,0.0,0,0
G63,228,9846,43.18,2014,1,0.0,0,0
G64,55,842,15.31,2014,1,0.0,0,0
G70,887,25346,28.57,2014,1,0.0,0,0
G71,622,17548,28.21,2014,1,0.0,0,0
G72,576,10497,18.22,2014,1,0.0,0,0
G73,51,2175,42.65,2014,1,0.0,0,0
G80,288,6934,24.08,2014,1,0.0,0,0
G81,895,62968,70.36,2014,1,0.0,0,0
G82,678,27404,40.42,2014,1,0.0,0,0
G83,986,37548,38.08,2014,1,0.0,0,0
G90,791,10332,13.06,2014,1,0.0,0,0
G91,420,17757,42.28,2014,1,0.0,0,0
G92,7,303,43.29,2014,1,0.0,0,0
G93,3690,104180,28.23,2014,1,0.0,0,0
G94,14,74,5.29,2014,1,0.0,0,0
G95,658,29057,44.16,2014,1,0.0,0,0
G96,306,8306,27.14,2014,1,0.0,0,0
G97,583,6464,11.09,2014,1,0.0,0,0
G98,208,3147,15.13,2014,1,0.0,0,0
G99,247,9340,37.81,2014,1,0.0,0,0
H00,12298,41886,3.41,2014,1,0.0,0,0
H01,5509,21016,3.81,2014,1,0.0,0,0
H02,4897,31198,6.37,2014,1,0.0,0,0
H03,148,780,5.27,2014,1,0.0,0,0
H04,2921,19299,6.61,2014,1,0.0,0,0
H05,538,8337,15.5,2014,1,0.0,0,0
H06,169,2449,14.49,2014,1,0.0,0,0
H10,81118,321448,3.96,2014,1,0.0,0,0
H11,3848,19958,5.19,2014,1,0.0,0,0
H13,430,2876,6.69,2014,1,0.0,0,0
H15,1704,10985,6.45,2014,1,0.0,0,0
H16,12860,74882,5.82,2014,1,0.0,0,0
H17,341,3695,10.84,2014,1,0.0,0,0
H18,4017,36052,8.97,2014,1,0.0,0,0
H19,788,6841,8.68,2014,1,0.0,0,0
H20,5157,58887,11.42,2014,1,0.0,0,0
H21,294,2228,7.58,2014,1,0.0,0,0
H22,33,428,12.97,2014,1,0.0,0,0
H25,4774,76852,16.1,2014,1,0.0,0,0
H26,7934,118242,14.9,2014,1,0.0,0,0
H27,1378,25013,18.15,2014,1,0.0,0,0
H28,67,1256,18.75,2014,1,0.0,0,0
H30,874,10179,11.65,2014,1,0.0,0,0
H31,244,2654,10.88,2014,1,0.0,0,0
H32,25,330,13.2,2014,1,0.0,0,0
H33,4670,87288,18.69,2014,1,0.0,0,0
H34,1786,19764,11.07,2014,1,0.0,0,0
H35,9278,76965,8.3,2014,1,0.0,0,0
H36,874,7865,9.0,2014,1,0.0,0,0
H40,9713,60155,6.19,2014,1,0.0,0,0
H42,20,126,6.3,2014,1,0.0,0,0
H43,2800,33539,11.98,2014,1,0.0,0,0
H44,585,5729,9.79,2014,1,0.0,0,0
H45,20,431,21.55,2014,1,0.0,0,0
H46,1700,30975,18.22,2014,1,0.0,0,0
H47,922,13945,15.12,2014,1,0.0,0,0
H48,52,904,17.38,2014,1,0.0,0,0
H49,488,15975,32.74,2014,1,0.0,0,0
H50,1752,20674,11.8,2014,1,0.0,0,0
H51,341,4306,12.63,2014,1,0.0,0,0
H52,2689,12167,4.52,2014,1,0.0,0,0
H53,8588,92798,10.81,2014,1,0.0,0,0
H54,2349,28606,12.18,2014,1,0.0,0,0
H55,174,1933,11.11,2014,1,0.0,0,0
H57,16366,44688,2.73,2014,1,0.0,0,0
H58,165,2371,14.37,2014,1,0.0,0,0
H59,2169,25096,11.57,2014,1,0.0,0,0
H60,28202,146553,5.2,2014,1,0.0,0,0
H61,4154,24918,6.0,2014,1,0.0,0,0
H62,119,1440,12.1,2014,1,0.0,0,0
H65,16205,108415,6.69,2014,1,0.0,0,0
H66,54207,357846,6.6,2014,1,0.0,0,0
H67,141,998,7.08,2014,1,0.0,0,0
H68,10344,58445,5.65,2014,1,0.0,0,0
H69,4917,27347,5.56,2014,1,0.0,0,0
H70,673,8619,12.81,2014,1,0.0,0,0
H71,1280,23242,18.16,2014,1,0.0,0,0
H72,1119,13678,12.22,2014,1,0.0,0,0
H73,1589,10530,6.63,2014,1,0.0,0,0
H74,650,7769,11.95,2014,1,0.0,0,0
H75,98,1057,10.79,2014,1,0.0,0,0
H80,1258,22695,18.04,2014,1,0.0,0,0
H81,46924,531604,11.33,2014,1,0.0,0,0
H82,242,2910,12.02,2014,1,0.0,0,0
H83,1903,20456,10.75,2014,1,0.0,0,0
H90,2849,34176,12.0,2014,1,0.0,0,0
H91,21401,259111,12.11,2014,1,0.0,0,0
H92,11883,55819,4.7,2014,1,0.0,0,0
H93,23034,288014,12.5,2014,1,0.0,0,0
H94,52,780,15.0,2014,1,0.0,0,0
H95,317,6158,19.43,2014,1,0.0,0,0
I00,641,12029,18.77,2014,1,0.0,0,0
I01,408,3755,9.2,2014,1,0.0,0,0
I02,241,1839,7.63,2014,1,0.0,0,0
I05,197,9514,48.29,2014,1,0.0,0,0
I06,1257,8309,6.61,2014,1,0.0,0,0
I07,118,3163,26.81,2014,1,0.0,0,0
I08,119,2844,23.9,2014,1,0.0,0,0
I09,472,4609,9.76,2014,1,0.0,0,0
I10,121027,1500181,12.4,2014,1,0.0,0,0
I11,4189,60291,14.39,2014,1,0.0,0,0
I12,250,4239,16.96,2014,1,0.0,0,0
I13,397,6800,17.13,2014,1,0.0,0,0
I15,805,10337,12.84,2014,1,0.0,0,0
I20,11508,164298,14.28,2014,1,0.0,0,0
I21,3393,198586,58.53,2014,1,0.0,0,0
I22,115,2783,24.2,2014,1,0.0,0,0
I23,62,530,8.55,2014,1,0.0,0,0
I24,665,13936,20.96,2014,1,0.0,0,0
I25,13943,365698,26.23,2014,1,0.0,0,0
I26,2894,114891,39.7,2014,1,0.0,0,0
I27,510,17265,33.85,2014,1,0.0,0,0
I28,43,1228,28.56,2014,1,0.0,0,0
I30,464,7613,16.41,2014,1,0.0,0,0
I31,898,33323,37.11,2014,1,0.0,0,0
I32,120,1713,14.28,2014,1,0.0,0,0
I33,147,5240,35.65,2014,1,0.0,0,0
I34,921,30717,33.35,2014,1,0.0,0,0
I35,911,45061,49.46,2014,1,0.0,0,0
I36,35,2163,61.8,2014,1,0.0,0,0
I37,93,3174,34.13,2014,1,0.0,0,0
I38,385,10915,28.35,2014,1,0.0,0,0
I39,297,1753,5.9,2014,1,0.0,0,0
I40,980,22000,22.45,2014,1,0.0,0,0
I41,110,2033,18.48,2014,1,0.0,0,0
I42,1615,77488,47.98,2014,1,0.0,0,0
I43,124,1727,13.93,2014,1,0.0,0,0
I44,716,17983,25.12,2014,1,0.0,0,0
I45,1148,17974,15.66,2014,1,0.0,0,0
I46,193,7690,39.84,2014,1,0.0,0,0
I47,10876,114878,10.56,2014,1,0.0,0,0
I48,9577,181610,18.96,2014,1,0.0,0,0
I49,16925,222296,13.13,2014,1,0.0,0,0
I50,2909,106902,36.75,2014,1,0.0,0,0
I51,6189,90405,14.61,2014,1,0.0,0,0
I52,38,203,5.34,2014,1,0.0,0,0
I60,1114,117466,105.45,2014,1,0.0,0,0
I61,745,92697,124.43,2014,1,0.0,0,0
I62,253,16853,66.61,2014,1,0.0,0,0
I63,4327,361515,83.55,2014,1,0.0,0,0
I64,1710,147284,86.13,2014,1,0.0,0,0
I65,1034,35302,34.14,2014,1,0.0,0,0
I66,286,9357,32.72,2014,1,0.0,0,0
I67,2603,97980,37.64,2014,1,0.0,0,0
I68,21,1091,51.95,2014,1,0.0,0,0
I69,871,79466,91.24,2014,1,0.0,0,0
I70,3231,81338,25.17,2014,1,0.0,0,0
I71,503,29460,58.57,2014,1,0.0,0,0
I72,1048,46547,44.42,2014,1,0.0,0,0
I73,3481,100723,28.94,2014,1,0.0,0,0
I74,880,25890,29.42,2014,1,0.0,0,0
I77,1149,27470,23.91,2014,1,0.0,0,0
I78,373,4143,11.11,2014,1,0.0,0,0
I79,51,1333,26.14,2014,1,0.0,0,0
I80,20243,301451,14.89,2014,1,0.0,0,0
I81,148,3293,22.25,2014,1,0.0,0,0
I82,5410,84457,15.61,2014,1,0.0,0,0
I83,57745,835285,14.47,2014,1,0.0,0,0
I84,110,3111,28.28,2014,1,0.0,0,0
I85,273,4827,17.68,2014,1,0.0,0,0
I86,692,8784,12.69,2014,1,0.0,0,0
I87,7823,106266,13.58,2014,1,0.0,0,0
I88,12789,90271,7.06,2014,1,0.0,0,0
I89,7018,132296,18.85,2014,1,0.0,0,0
I95,44247,241175,5.45,2014,1,0.0,0,0
I97,1306,13924,10.66,2014,1,0.0,0,0
I98,256,2073,8.1,2014,1,0.0,0,0
I99,61847,365618,5.91,2014,1,0.0,0,0
J00,163688,826749,5.05,2014,1,0.0,0,0
J01,277747,1637672,5.9,2014,1,0.0,0,0
J02,255348,1347676,5.28,2014,1,0.0,0,0
J03,294228,1704093,5.79,2014,1,0.0,0,0
J04,167840,1049358,6.25,2014,1,0.0,0,0
J05,921,6948,7.54,2014,1,0.0,0,0
J06,1990100,10995704,5.53,2014,1,0.0,0,0
J09,1244,8198,6.59,2014,1,0.0,0,0
J10,4204,30506,7.26,2014,1,0.0,0,0
J11,88904,529130,5.95,2014,1,0.0,0,0
J12,598,7252,12.13,2014,1,0.0,0,0
J13,146,2480,16.99,2014,1,0.0,0,0
J14,70,1155,16.5,2014,1,0.0,0,0
J15,2791,42497,15.23,2014,1,0.0,0,0
J16,290,4996,17.23,2014,1,0.0,0,0
J17,37,731,19.76,2014,1,0.0,0,0
J18,38722,597531,15.43,2014,1,0.0,0,0
J20,481910,3466882,7.19,2014,1,0.0,0,0
J21,3605,31748,8.81,2014,1,0.0,0,0
J22,41017,256205,6.25,2014,1,0.0,0,0
J30,22065,109601,4.97,2014,1,0.0,0,0
